index,dish_id,display_name,category,cuisine,serving_grams,calories,protein,carbs,fat,fiber,sodium
328,SPÄTZLE,Spätzle,other,international,100,520,6.0,60.0,28.0,2.5,450
329,NOPALITO,Nopalito,other,international,100,520,6.0,60.0,28.0,2.5,450
330,SINCRONIZADA,Sincronizada,other,international,100,520,6.0,60.0,28.0,2.5,450
331,ŽGANCI,Žganci,other,international,100,520,6.0,60.0,28.0,2.5,450
332,TOTOPO,Totopo,other,international,100,520,6.0,60.0,28.0,2.5,450
333,FOLAR,Folar,other,international,100,520,6.0,60.0,28.0,2.5,450
334,CHERRY_PIE,Cherry pie,pie,international,100,237,2.4,34.0,11.0,0.7,197
335,UMEBOSHI,Umeboshi,other,international,100,520,6.0,60.0,28.0,2.5,450
336,PATTY,Patty,other,international,100,520,6.0,60.0,28.0,2.5,450
337,SALTAH,Saltah,other,international,100,520,6.0,60.0,28.0,2.5,450
338,KHINKALI,Khinkali,other,international,100,520,6.0,60.0,28.0,2.5,450
339,SHKEDEI_MARAK,Shkedei marak,other,international,100,520,6.0,60.0,28.0,2.5,450
340,TEKKADON,Tekkadon,other,international,100,520,6.0,60.0,28.0,2.5,450
341,CHADACHADI,Chadachadi,other,international,100,520,6.0,60.0,28.0,2.5,450
342,KAIPEN,Kaipen,other,international,100,520,6.0,60.0,28.0,2.5,450
343,DRAW_SOUP,Draw soup,soup,international,100,32,1.3,5.8,0.6,0.5,343
344,SHAHAN_FUL,Shahan ful,other,international,100,520,6.0,60.0,28.0,2.5,450
345,SHIRO,Shiro,other,international,100,520,6.0,60.0,28.0,2.5,450
346,GA'AT,Ga'at,other,international,100,520,6.0,60.0,28.0,2.5,450
347,SKORDALIA,Skordalia,curry,indian,100,97,3.7,7.8,6.1,2.1,380
348,BUDAE_JJIGAE,Budae jjigae,other,international,100,520,6.0,60.0,28.0,2.5,450
349,ANJU,Anju,other,international,100,520,6.0,60.0,28.0,2.5,450
350,FRIED_COKE,Fried Coke,other,international,100,676,7.8,78.0,36.4,3.2,585
351,LEMANG,Lemang,other,international,100,520,6.0,60.0,28.0,2.5,450
352,BASUNDI,Basundi,other,international,100,520,6.0,60.0,28.0,2.5,450
353,BROWN_BETTY,Brown Betty,other,international,100,520,6.0,60.0,28.0,2.5,450
354,KHABEES,Khabees,other,international,100,520,6.0,60.0,28.0,2.5,450
355,KOTTU,Kottu,other,international,100,520,6.0,60.0,28.0,2.5,450
356,ISTERBAND,Isterband,other,international,100,520,6.0,60.0,28.0,2.5,450
357,CIAUSCOLO,Ciauscolo,other,international,100,520,6.0,60.0,28.0,2.5,450
358,KHATKHATE,Khatkhate,other,international,100,520,6.0,60.0,28.0,2.5,450
359,PAN_DE_MUERTO,Pan de muerto,other,international,100,520,6.0,60.0,28.0,2.5,450
360,CAPONATA,Caponata,other,international,100,520,6.0,60.0,28.0,2.5,450
361,_M_0267F9W,/m/0267f9w,other,international,100,520,6.0,60.0,28.0,2.5,450
362,SABAAYAD,Sabaayad,other,international,100,520,6.0,60.0,28.0,2.5,450
363,MIYEOK_GUK,Miyeok-guk,other,international,100,520,6.0,60.0,28.0,2.5,450
364,IMONI,Imoni,other,international,100,520,6.0,60.0,28.0,2.5,450
365,PITHA,Pitha,other,international,100,520,6.0,60.0,28.0,2.5,450
366,KEDGEREE,Kedgeree,other,international,100,520,6.0,60.0,28.0,2.5,450
367,BIFE_A_CAVALO,Bife a cavalo,other,international,100,520,6.0,60.0,28.0,2.5,450
368,YAKI_UDON,Yaki udon,other,japanese,100,520,6.0,60.0,28.0,2.5,450
369,SHE_CRAB_SOUP,She-crab soup,seafood,international,100,99,20.0,0.0,1.7,0.0,111
370,KOOZH,Koozh,other,international,100,520,6.0,60.0,28.0,2.5,450
371,KEŞKEK,Keşkek,other,international,100,520,6.0,60.0,28.0,2.5,450
372,CABIDELA,Cabidela,other,international,100,520,6.0,60.0,28.0,2.5,450
373,GERBER_SANDWICH,Gerber sandwich,sandwich,international,100,250,12.0,30.0,9.0,2.0,450
374,ZAGORSKI_ŠTRUKLI,Zagorski Štrukli,other,international,100,520,6.0,60.0,28.0,2.5,450
375,HIMBASHA,Himbasha,other,international,100,520,6.0,60.0,28.0,2.5,450
376,SATARAŠ,Sataraš,other,international,100,520,6.0,60.0,28.0,2.5,450
377,KAKUNI,Kakuni,other,international,100,520,6.0,60.0,28.0,2.5,450
378,ENORMOUS_OMELET_SANDWICH,Enormous Omelet Sandwich,egg,international,100,155,13.0,1.1,11.0,0.0,124
379,TURRÓN,Turrón,other,international,100,520,6.0,60.0,28.0,2.5,450
380,TSUKUDANI,Tsukudani,other,international,100,520,6.0,60.0,28.0,2.5,450
381,HAWAIIAN_HAYSTACK,Hawaiian haystack,other,international,100,520,6.0,60.0,28.0,2.5,450
382,KATEH,Kateh,other,international,100,520,6.0,60.0,28.0,2.5,450
383,STOEMP,Stoemp,other,international,100,520,6.0,60.0,28.0,2.5,450
384,PAJEON,Pajeon,other,international,100,520,6.0,60.0,28.0,2.5,450
385,ĠBEJNA,Ġbejna,other,international,100,520,6.0,60.0,28.0,2.5,450
386,KAYA_TOAST,Kaya toast,other,international,100,520,6.0,60.0,28.0,2.5,450
387,FIT_FIT,Fit-fit,other,international,100,520,6.0,60.0,28.0,2.5,450
388,KITCHA,Kitcha,other,international,100,520,6.0,60.0,28.0,2.5,450
389,THALIPEETH,Thalipeeth,other,international,100,520,6.0,60.0,28.0,2.5,450
390,FIGGY_PUDDING,Figgy pudding,dessert,international,100,257,3.2,36.0,11.0,0.7,139
391,CACHUPA,Cachupa,other,international,100,520,6.0,60.0,28.0,2.5,450
392,CHERRIES_JUBILEE,Cherries jubilee,other,international,100,520,6.0,60.0,28.0,2.5,450
393,CRAPPIT_HEID,Crappit heid,other,international,100,520,6.0,60.0,28.0,2.5,450
394,MINCE_AND_TATTIES,Mince and tatties,other,international,100,520,6.0,60.0,28.0,2.5,450
395,ANADAMA_BREAD,Anadama bread,bread,international,100,265,9.0,49.0,3.2,2.7,491
396,CARBONARA,Carbonara,other,italian,100,520,6.0,60.0,28.0,2.5,450
397,KLADDKAKA,Kladdkaka,other,international,100,520,6.0,60.0,28.0,2.5,450
398,SHAKSHOUKA,Shakshouka,other,international,100,520,6.0,60.0,28.0,2.5,450
399,CHICKEN_VESUVIO,Chicken Vesuvio,chicken,international,100,239,27.0,0.0,14.0,0.0,82
400,JIBARITO,Jibarito,other,international,100,520,6.0,60.0,28.0,2.5,450
401,CHICKEN_DIVAN,Chicken Divan,chicken,international,100,239,27.0,0.0,14.0,0.0,82
402,MOTSUNABE,Motsunabe,other,international,100,520,6.0,60.0,28.0,2.5,450
403,SONOFABITCH_STEW,Sonofabitch stew,soup,international,100,32,1.3,5.8,0.6,0.5,343
404,CORN_PUDDING,Corn pudding,dessert,international,100,257,3.2,36.0,11.0,0.7,139
405,JOHNNY_MARZETTI,Johnny Marzetti,other,international,100,520,6.0,60.0,28.0,2.5,450
406,MOSTARDA,Mostarda,other,international,100,520,6.0,60.0,28.0,2.5,450
407,MAAFE,Maafe,other,international,100,520,6.0,60.0,28.0,2.5,450
408,CHURMA,Churma,other,international,100,520,6.0,60.0,28.0,2.5,450
409,CHOLE_BHATURE,Chole bhature,other,international,100,520,6.0,60.0,28.0,2.5,450
410,DOBOS_TORTE,Dobos torte,other,international,100,520,6.0,60.0,28.0,2.5,450
411,CARNE_DE_PORCO_À_ALENTEJANA,Carne de porco à alentejana,other,international,100,520,6.0,60.0,28.0,2.5,450
412,KHAO_SOI,Khao soi,other,international,100,520,6.0,60.0,28.0,2.5,450
413,KISSEL,Kissel,other,international,100,520,6.0,60.0,28.0,2.5,450
414,COTTAGE_LOAF,Cottage loaf,other,international,100,520,6.0,60.0,28.0,2.5,450
415,SILVER_NEEDLE_NOODLES,Silver needle noodles,noodles,international,100,138,4.5,25.0,2.1,1.2,8
416,SHRIMP_DEJONGHE,Shrimp DeJonghe,seafood,international,100,99,20.0,0.0,1.7,0.0,111
417,KIRITANPO,Kiritanpo,other,international,100,520,6.0,60.0,28.0,2.5,450
418,BEAN_PIE,Bean pie,pie,international,100,237,2.4,34.0,11.0,0.7,197
419,CHURCHKHELA,Churchkhela,other,international,100,520,6.0,60.0,28.0,2.5,450
420,YAHNI,Yahni,other,international,100,520,6.0,60.0,28.0,2.5,450
421,GRINGAS,Gringas,other,international,100,520,6.0,60.0,28.0,2.5,450
422,ANNIN_TOFU,Annin tofu,other,international,100,520,6.0,60.0,28.0,2.5,450
423,JIAOZI,Jiaozi,other,international,100,520,6.0,60.0,28.0,2.5,450
424,BREAKFAST_SANDWICH,Breakfast sandwich,sandwich,international,100,250,12.0,30.0,9.0,2.0,450
425,TANGHULU,Tanghulu,other,international,100,520,6.0,60.0,28.0,2.5,450
426,BLACK_SESAME_SOUP,Black sesame soup,soup,international,100,32,1.3,5.8,0.6,0.5,343
427,GOUGÈRE,Gougère,other,international,100,520,6.0,60.0,28.0,2.5,450
428,NAMUL,Namul,other,international,100,520,6.0,60.0,28.0,2.5,450
429,KOSAMBARI,Kosambari,other,international,100,520,6.0,60.0,28.0,2.5,450
430,MA'AMOUL,Ma'amoul,other,international,100,520,6.0,60.0,28.0,2.5,450
431,CALDO_DE_POLLO,Caldo de pollo,other,international,100,520,6.0,60.0,28.0,2.5,450
432,LOUKANIKO,Loukaniko,other,international,100,520,6.0,60.0,28.0,2.5,450
433,DOBERGE_CAKE,Doberge cake,cake,international,100,257,3.2,36.0,11.0,0.7,139
434,NASI_CAMPUR,Nasi campur,other,international,100,520,6.0,60.0,28.0,2.5,450
435,SNACK_CAKE,Snack cake,cake,international,100,257,3.2,36.0,11.0,0.7,139
436,TAIYAKI,Taiyaki,other,international,100,520,6.0,60.0,28.0,2.5,450
437,KARNIYARIK,Karnıyarık,other,international,100,520,6.0,60.0,28.0,2.5,450
438,PIEROGI,Pierogi,pie,international,100,237,2.4,34.0,11.0,0.7,197
439,MACARONI_AND_CHEESE,Macaroni and cheese,pasta,international,100,131,5.0,25.0,1.1,1.8,6
440,HUEVOS_MOTULEÑOS,Huevos motuleños,other,international,100,520,6.0,60.0,28.0,2.5,450
441,CHISLIC,Chislic,other,international,100,520,6.0,60.0,28.0,2.5,450
442,CORN_DOG,Corn dog,other,international,100,520,6.0,60.0,28.0,2.5,450
443,SHAWARMA,Shawarma,other,middle_eastern,100,520,6.0,60.0,28.0,2.5,450
444,ZONGZI,Zongzi,other,international,100,520,6.0,60.0,28.0,2.5,450
445,DUMPLING,Dumpling,dumpling,international,100,200,8.0,28.0,6.0,1.5,320
446,SYRNIKI,Syrniki,other,international,100,520,6.0,60.0,28.0,2.5,450
447,KING_CAKE,King cake,cake,international,100,257,3.2,36.0,11.0,0.7,139
448,SOUFFLÉ,Soufflé,other,international,100,520,6.0,60.0,28.0,2.5,450
449,GYŪDON,Gyūdon,other,international,100,520,6.0,60.0,28.0,2.5,450
450,CHICKEN_NUGGET,Chicken nugget,chicken,international,100,239,27.0,0.0,14.0,0.0,82
451,BULGOGI,Bulgogi,other,international,100,520,6.0,60.0,28.0,2.5,450
452,EGGS_BENEDICT,Eggs Benedict,egg,international,100,155,13.0,1.1,11.0,0.0,124
453,HOT_DRY_NOODLES,Hot dry noodles,noodles,international,100,138,4.5,25.0,2.1,1.2,8
454,MASHED_POTATO,Mashed potato,other,international,100,520,6.0,60.0,28.0,2.5,450
455,ANPAN,Anpan,other,international,100,520,6.0,60.0,28.0,2.5,450
456,QUESADILLA,Quesadilla,other,mexican,100,520,6.0,60.0,28.0,2.5,450
457,YOUTIAO,Youtiao,other,international,100,520,6.0,60.0,28.0,2.5,450
458,CONGEE,Congee,other,international,100,520,6.0,60.0,28.0,2.5,450
459,SEKIHAN,Sekihan,other,international,100,520,6.0,60.0,28.0,2.5,450
460,SEMLA,Semla,other,international,100,520,6.0,60.0,28.0,2.5,450
461,ARCTIC_ROLL,Arctic roll,bread,international,100,265,9.0,49.0,3.2,2.7,491
462,CASTELLA,Castella,other,international,100,520,6.0,60.0,28.0,2.5,450
463,HANABIRAMOCHI,Hanabiramochi,other,international,100,520,6.0,60.0,28.0,2.5,450
464,FALUKORV,Falukorv,other,international,100,520,6.0,60.0,28.0,2.5,450
465,KETUPAT,Ketupat,other,international,100,520,6.0,60.0,28.0,2.5,450
466,RENDANG,Rendang,other,international,100,520,6.0,60.0,28.0,2.5,450
467,CHOCOLATE_BROWNIE,Chocolate brownie,other,international,100,520,6.0,60.0,28.0,2.5,450
468,MAPO_DOUFU,Mapo doufu,other,international,100,520,6.0,60.0,28.0,2.5,450
469,CHINESE_NOODLES,Chinese noodles,noodles,international,100,138,4.5,25.0,2.1,1.2,8
470,EMPANADA,Empanada,other,international,100,520,6.0,60.0,28.0,2.5,450
471,FRIED_RICE,Fried rice,rice,chinese,100,169,3.5,36.4,0.4,0.5,1
472,CHICAGO_STYLE_PIZZA,Chicago-style pizza,pizza,italian,100,266,11.0,33.0,10.0,2.3,598
473,CUBAN_SANDWICH,Cuban sandwich,sandwich,international,100,250,12.0,30.0,9.0,2.0,450
474,TARTE_TATIN,Tarte Tatin,pie,international,100,237,2.4,34.0,11.0,0.7,197
475,YAKISOBA,Yakisoba,other,international,100,520,6.0,60.0,28.0,2.5,450
476,DAGWOOD_SANDWICH,Dagwood sandwich,sandwich,international,100,250,12.0,30.0,9.0,2.0,450
477,CHEESECAKE,Cheesecake,cake,international,100,257,3.2,36.0,11.0,0.7,139
478,SAMOSA,Samosa,other,indian,100,520,6.0,60.0,28.0,2.5,450
479,DEVIL'S_FOOD_CAKE,Devil's food cake,cake,international,100,257,3.2,36.0,11.0,0.7,139
480,SHASHLIK,Shashlik,other,international,100,520,6.0,60.0,28.0,2.5,450
481,HORSESHOE_SANDWICH,Horseshoe sandwich,sandwich,international,100,250,12.0,30.0,9.0,2.0,450
482,CITY_CHICKEN,City chicken,chicken,international,100,239,27.0,0.0,14.0,0.0,82
483,KEY_LIME_PIE,Key lime pie,pie,international,100,237,2.4,34.0,11.0,0.7,197
484,POTATO_SKINS,Potato skins,other,international,100,520,6.0,60.0,28.0,2.5,450
485,HAEJANG_GUK,Haejang-guk,other,international,100,520,6.0,60.0,28.0,2.5,450
486,BURMESE_TOFU,Burmese tofu,other,international,100,520,6.0,60.0,28.0,2.5,450
487,SHUMAI,Shumai,other,international,100,520,6.0,60.0,28.0,2.5,450
488,SOUR_CHERRY_SOUP,Sour cherry soup,soup,international,100,32,1.3,5.8,0.6,0.5,343
489,GIGANDES_PLAKI,Gigandes plaki,other,international,100,520,6.0,60.0,28.0,2.5,450
490,MAJBOOS,Majboos,other,international,100,520,6.0,60.0,28.0,2.5,450
491,CHICKEN_CURRY,Chicken curry,chicken,indian,100,239,27.0,0.0,14.0,0.0,82
492,SHRIMP_CREOLE,Shrimp Creole,seafood,international,100,99,20.0,0.0,1.7,0.0,111
493,PORK_TENDERLOIN_SANDWICH,Pork tenderloin sandwich,pork,international,100,242,27.0,0.0,14.0,0.0,62
494,DAMPFNUDEL,Dampfnudel,other,international,100,520,6.0,60.0,28.0,2.5,450
495,FINNAN_HADDIE,Finnan haddie,other,international,100,520,6.0,60.0,28.0,2.5,450
496,KENKEY,Kenkey,other,international,100,520,6.0,60.0,28.0,2.5,450
497,PINCHO,Pincho,other,international,100,520,6.0,60.0,28.0,2.5,450
498,GUNDRUK,Gundruk,other,international,100,520,6.0,60.0,28.0,2.5,450
499,CHILORIO,Chilorio,other,international,100,520,6.0,60.0,28.0,2.5,450
500,KOULOURAKIA,Koulourakia,other,international,100,520,6.0,60.0,28.0,2.5,450
501,BRYNDZOVÉ_HALUŠKY,Bryndzové halušky,other,international,100,520,6.0,60.0,28.0,2.5,450
502,IMAGAWAYAKI,Imagawayaki,other,international,100,520,6.0,60.0,28.0,2.5,450
503,VASILOPITA,Vasilopita,other,international,100,520,6.0,60.0,28.0,2.5,450
504,STRAPAČKY,Strapačky,other,international,100,520,6.0,60.0,28.0,2.5,450
505,PO'_BOY,Po' boy,other,international,100,520,6.0,60.0,28.0,2.5,450
506,CAPIROTADA,Capirotada,other,international,100,520,6.0,60.0,28.0,2.5,450
507,BEEF_MANHATTAN,Beef Manhattan,beef,international,100,250,26.0,0.0,15.0,0.0,72
508,SANDWICH_LOAF,Sandwich loaf,sandwich,international,100,250,12.0,30.0,9.0,2.0,450
509,JIAN_DUI,Jian dui,other,international,100,520,6.0,60.0,28.0,2.5,450
510,ALMOND_BISCUIT,Almond biscuit,cookie,international,100,502,5.9,64.0,25.0,2.0,385
511,WEST_SLAVIC_FERMENTED_CEREAL_SOUPS,West Slavic fermented cereal soups,soup,international,100,32,1.3,5.8,0.6,0.5,343
512,FRIED_PLANTAIN,Fried plantain,other,international,100,676,7.8,78.0,36.4,3.2,585
513,STUFFED_PEPPERS,Stuffed peppers,other,international,100,520,6.0,60.0,28.0,2.5,450
514,PIPERADE,Piperade,other,international,100,520,6.0,60.0,28.0,2.5,450
515,ROGAN_JOSH,Rogan josh,other,international,100,520,6.0,60.0,28.0,2.5,450
516,FABADA_ASTURIANA,Fabada asturiana,other,international,100,520,6.0,60.0,28.0,2.5,450
517,POTATO_WEDGES,Potato wedges,other,international,100,520,6.0,60.0,28.0,2.5,450
518,CALISSON,Calisson,other,international,100,520,6.0,60.0,28.0,2.5,450
519,PRAWN_BALL,Prawn ball,seafood,international,100,99,20.0,0.0,1.7,0.0,111
520,KUSHIKATSU,Kushikatsu,other,international,100,520,6.0,60.0,28.0,2.5,450
521,LO_MAI_CHI,Lo mai chi,other,international,100,520,6.0,60.0,28.0,2.5,450
522,MANCHET,Manchet,other,international,100,520,6.0,60.0,28.0,2.5,450
523,LEEK_SOUP,Leek soup,soup,international,100,32,1.3,5.8,0.6,0.5,343
524,VANILLEROSTBRATEN,Vanillerostbraten,other,international,100,520,6.0,60.0,28.0,2.5,450
525,HANGTOWN_FRY,Hangtown fry,other,international,100,520,6.0,60.0,28.0,2.5,450
526,CABBIE_CLAW,Cabbie claw,other,international,100,520,6.0,60.0,28.0,2.5,450
527,CHITRANNA,Chitranna,other,international,100,520,6.0,60.0,28.0,2.5,450
528,RAGI_MUDDE,Ragi mudde,other,international,100,520,6.0,60.0,28.0,2.5,450
529,DENVER_SANDWICH,Denver sandwich,sandwich,international,100,250,12.0,30.0,9.0,2.0,450
530,LAVERBREAD,Laverbread,bread,international,100,265,9.0,49.0,3.2,2.7,491
531,ELOTE,Elote,other,international,100,520,6.0,60.0,28.0,2.5,450
532,KULOLO,Kulolo,other,international,100,520,6.0,60.0,28.0,2.5,450
533,OXTAIL_SOUP,Oxtail soup,soup,international,100,32,1.3,5.8,0.6,0.5,343
534,PANTUA,Pantua,other,international,100,520,6.0,60.0,28.0,2.5,450
535,CORN_RELISH,Corn relish,other,international,100,520,6.0,60.0,28.0,2.5,450
536,POGAČA,Pogača,other,international,100,520,6.0,60.0,28.0,2.5,450
537,QUBANI_KA_MEETHA,Qubani-ka-Meetha,other,international,100,520,6.0,60.0,28.0,2.5,450
538,BOONDI,Boondi,other,international,100,520,6.0,60.0,28.0,2.5,450
539,ARROSTICINI,Arrosticini,other,international,100,520,6.0,60.0,28.0,2.5,450
540,PANELLE,Panelle,other,international,100,520,6.0,60.0,28.0,2.5,450
541,SANTULA,Santula,other,international,100,520,6.0,60.0,28.0,2.5,450
542,TOFU_SKIN_ROLL,Tofu skin roll,bread,international,100,265,9.0,49.0,3.2,2.7,491
543,CRISPY_FRIED_CHICKEN,Crispy fried chicken,chicken,american,100,310,35.1,0.0,18.2,0.0,106
544,STEAMED_MEATBALL,Steamed meatball,other,international,100,416,4.8,48.0,22.4,2.0,360
545,LOBIO,Lobio,other,international,100,520,6.0,60.0,28.0,2.5,450
546,SUMAN,Suman,other,international,100,520,6.0,60.0,28.0,2.5,450
547,HŌTŌ,Hōtō,other,international,100,520,6.0,60.0,28.0,2.5,450
548,MATBUKHA,Matbukha,other,international,100,520,6.0,60.0,28.0,2.5,450
549,_M_02RGJS1,/m/02rgjs1,other,international,100,520,6.0,60.0,28.0,2.5,450
550,AÇORDA,Açorda,other,international,100,520,6.0,60.0,28.0,2.5,450
551,MAKDOUS,Makdous,other,international,100,520,6.0,60.0,28.0,2.5,450
552,SOTO,Soto,other,international,100,520,6.0,60.0,28.0,2.5,450
553,FRANGOLLO,Frangollo,other,international,100,520,6.0,60.0,28.0,2.5,450
554,PATTY_MELT,Patty melt,other,international,100,520,6.0,60.0,28.0,2.5,450
555,TARO_DUMPLING,Taro dumpling,dumpling,international,100,200,8.0,28.0,6.0,1.5,320
556,ENTOMATADA,Entomatada,other,international,100,520,6.0,60.0,28.0,2.5,450
557,BÁNH_CUỐN,Bánh cuốn,other,international,100,520,6.0,60.0,28.0,2.5,450
558,CORUNDA,Corunda,other,international,100,520,6.0,60.0,28.0,2.5,450
559,ZHALIANG,Zhaliang,other,international,100,520,6.0,60.0,28.0,2.5,450
560,CASSOULET,Cassoulet,other,international,100,520,6.0,60.0,28.0,2.5,450
561,DEBRECENER,Debrecener,other,international,100,520,6.0,60.0,28.0,2.5,450
562,SCAMPI,Scampi,other,international,100,520,6.0,60.0,28.0,2.5,450
563,PILAF,Pilaf,rice,international,100,130,2.7,28.0,0.3,0.4,1
564,SAMBAR,Sambar,other,international,100,520,6.0,60.0,28.0,2.5,450
565,CENTURY_EGG,Century egg,egg,international,100,155,13.0,1.1,11.0,0.0,124
566,ESCARGOT,Escargot,other,international,100,520,6.0,60.0,28.0,2.5,450
567,CONG_YOU_BING,Cong you bing,other,international,100,520,6.0,60.0,28.0,2.5,450
568,BEEF_NOODLE_SOUP,Beef noodle soup,beef,international,100,250,26.0,0.0,15.0,0.0,72
569,MAGIRITSA,Magiritsa,other,international,100,520,6.0,60.0,28.0,2.5,450
570,GUGELHUPF,Gugelhupf,other,international,100,520,6.0,60.0,28.0,2.5,450
571,SACHIMA,Sachima,other,international,100,520,6.0,60.0,28.0,2.5,450
572,WHITE_RICE,White rice,rice,international,100,130,2.7,28.0,0.3,0.4,1
573,MAULTASCHE,Maultasche,other,international,100,520,6.0,60.0,28.0,2.5,450
574,AMERICAN_CHOP_SUEY,American chop suey,other,international,100,520,6.0,60.0,28.0,2.5,450
575,FISH_SLICE,Fish slice,fish,international,100,206,22.0,0.0,12.0,0.0,90
576,SEA_CUCUMBER,Sea cucumber,other,international,100,520,6.0,60.0,28.0,2.5,450
577,BEEF_BALL,Beef ball,beef,international,100,250,26.0,0.0,15.0,0.0,72
578,SIU_YUK,Siu yuk,other,international,100,520,6.0,60.0,28.0,2.5,450
579,SEAFOOD_BIRDSNEST,Seafood birdsnest,other,international,100,520,6.0,60.0,28.0,2.5,450
580,WHITE_CUT_CHICKEN,White cut chicken,chicken,international,100,239,27.0,0.0,14.0,0.0,82
581,_M_02VWRYJ,/m/02vwryj,other,international,100,520,6.0,60.0,28.0,2.5,450
582,SATSIVI,Satsivi,other,international,100,520,6.0,60.0,28.0,2.5,450
583,MALPUA,Malpua,other,international,100,520,6.0,60.0,28.0,2.5,450
584,CHHENA_GAJA,Chhena gaja,other,international,100,520,6.0,60.0,28.0,2.5,450
585,FLYING_JACOB,Flying Jacob,other,international,100,520,6.0,60.0,28.0,2.5,450
586,STEAK_DE_BURGO,Steak de Burgo,beef,international,100,250,26.0,0.0,15.0,0.0,72
587,CRAB_LOUIE,Crab Louie,seafood,international,100,99,20.0,0.0,1.7,0.0,111
588,BUTTER_CHICKEN,Butter chicken,chicken,international,100,239,27.0,0.0,14.0,0.0,82
589,AMOK_TREY,Amok trey,other,international,100,520,6.0,60.0,28.0,2.5,450
590,MENEMEN,Menemen,other,international,100,520,6.0,60.0,28.0,2.5,450
591,PIADINA,Piadina,other,international,100,520,6.0,60.0,28.0,2.5,450
592,ORANGE_CUTTLEFISH,Orange cuttlefish,fish,international,100,206,22.0,0.0,12.0,0.0,90
593,FUDGE,Fudge,other,international,100,520,6.0,60.0,28.0,2.5,450
594,COTTAGE_PUDDING,Cottage Pudding,dessert,international,100,257,3.2,36.0,11.0,0.7,139
595,MEATCAKE,Meatcake,cake,international,100,257,3.2,36.0,11.0,0.7,139
596,BUTTERMILK_PIE,Buttermilk pie,pie,international,100,237,2.4,34.0,11.0,0.7,197
597,KALAMAY,Kalamay,other,international,100,520,6.0,60.0,28.0,2.5,450
598,PUTO,Puto,other,international,100,520,6.0,60.0,28.0,2.5,450
599,DAL_MAKHANI,Dal makhani,curry,indian,100,97,3.7,7.8,6.1,2.1,380
600,MIXIOTE,Mixiote,other,international,100,520,6.0,60.0,28.0,2.5,450
601,BAGEL_DOG,Bagel dog,other,international,100,520,6.0,60.0,28.0,2.5,450
602,BÚN_RIÊU,Bún riêu,other,international,100,520,6.0,60.0,28.0,2.5,450
603,FEIJOADA,Feijoada,other,international,100,520,6.0,60.0,28.0,2.5,450
604,PHO,Pho,noodles,international,100,138,4.5,25.0,2.1,1.2,8
605,MILK_TOAST,Milk toast,milk,international,100,61,3.2,4.8,3.3,0.0,44
606,LIVER_AND_ONIONS,Liver and onions,other,international,100,520,6.0,60.0,28.0,2.5,450
607,ICED_BUN,Iced bun,bread,international,100,265,9.0,49.0,3.2,2.7,491
608,SHEER_KHURMA,Sheer khurma,other,international,100,520,6.0,60.0,28.0,2.5,450
609,YI_MEIN,Yi mein,other,international,100,520,6.0,60.0,28.0,2.5,450
610,SHRIMP_ROE_NOODLES,Shrimp roe noodles,seafood,international,100,99,20.0,0.0,1.7,0.0,111
611,LAI_FUN,Lai fun,other,international,100,520,6.0,60.0,28.0,2.5,450
612,OIL_NOODLES,Oil noodles,noodles,international,100,138,4.5,25.0,2.1,1.2,8
613,KAL_GUKSU,Kal-guksu,other,international,100,520,6.0,60.0,28.0,2.5,450
614,YOUMIAN,Youmian,other,international,100,520,6.0,60.0,28.0,2.5,450
615,AVGOLEMONO,Avgolemono,other,international,100,520,6.0,60.0,28.0,2.5,450
616,PORK_ROLL,Pork roll,bread,international,100,265,9.0,49.0,3.2,2.7,491
617,TART,Tart,pie,international,100,237,2.4,34.0,11.0,0.7,197
618,LEBERKÄSE,Leberkäse,other,international,100,520,6.0,60.0,28.0,2.5,450
619,KALAKUKKO,Kalakukko,other,international,100,520,6.0,60.0,28.0,2.5,450
620,MUSTAMAKKARA,Mustamakkara,other,international,100,520,6.0,60.0,28.0,2.5,450
621,BABA_GHANOUSH,Baba ghanoush,other,international,100,520,6.0,60.0,28.0,2.5,450
622,KARELIAN_PASTY,Karelian pasty,other,international,100,520,6.0,60.0,28.0,2.5,450
623,SHORTCAKE,Shortcake,cake,international,100,257,3.2,36.0,11.0,0.7,139
624,PROFITEROLE,Profiterole,other,international,100,520,6.0,60.0,28.0,2.5,450
625,MOUSSAKA,Moussaka,other,international,100,520,6.0,60.0,28.0,2.5,450
626,DULCE_DE_LECHE,Dulce de leche,other,international,100,520,6.0,60.0,28.0,2.5,450
627,BLAA,Blaa,other,international,100,520,6.0,60.0,28.0,2.5,450
628,RISOTTO,Risotto,rice,italian,100,130,2.7,28.0,0.3,0.4,1
629,FUNNEL_CAKE,Funnel cake,cake,international,100,257,3.2,36.0,11.0,0.7,139
630,FRIED_DOUGH,Fried dough,other,international,100,676,7.8,78.0,36.4,3.2,585
631,CONSOMMÉ,Consommé,other,international,100,520,6.0,60.0,28.0,2.5,450
632,CLAM_CHOWDER,Clam chowder,seafood,international,100,99,20.0,0.0,1.7,0.0,111
633,TARTIFLETTE,Tartiflette,pie,international,100,237,2.4,34.0,11.0,0.7,197
634,RED_CURRY,Red curry,curry,indian,100,97,3.7,7.8,6.1,2.1,380
635,TANDOORI_CHICKEN,Tandoori chicken,chicken,indian,100,239,27.0,0.0,14.0,0.0,82
636,GAZPACHO,Gazpacho,other,international,100,520,6.0,60.0,28.0,2.5,450
